index	prediction
1230	1
1231	1
1232	1
1233	1
1234	0
1235	0
1236	1
1237	1
1238	1
1239	1
1240	1
1241	0
1242	0
1243	1
1244	1
1245	1
1246	0
1247	0
1248	1
1249	0
1250	1
1251	1
1252	1
1253	1
1254	1
1255	1
1256	1
1257	1
1258	1
1259	0
1260	1
1261	1
1262	1
1263	1
1264	0
1265	1
1266	1
1267	1
1268	0
1269	1
1270	1
1271	1
1272	1
1273	0
1274	0
1275	0
1276	1
1277	1
1278	1
1279	1
1280	1
1281	1
1282	0
1283	1
1284	1
1285	0
1286	1
1287	1
1288	1
1289	1
1290	1
1291	1
1292	1
1293	0
1294	1
1295	1
1296	1
1297	1
1298	1
1299	1
1300	1
1301	0
1302	1
1303	0
1304	1
1305	1
1306	1
1307	1
1308	0
1309	1
1310	1
1311	1
1312	1
1313	1
1314	1
1315	0
1316	1
1317	1
1318	0
1319	1
1320	0
1321	1
1322	1
1323	1
1324	1
1325	1
1326	1
1327	0
1328	1
1329	0
1330	1
1331	0
1332	1
1333	0
1334	1
1335	1
1336	0
1337	1
1338	1
1339	0
1340	1
1341	0
1342	0
1343	1
1344	0
1345	1
1346	1
1347	1
1348	1
1349	0
1350	1
1351	0
1352	1
1353	1
1354	0
1355	0
1356	1
1357	1
1358	1
1359	0
1360	1
1361	1
1362	0
1363	1
1364	1
1365	1
1366	1
1367	1
1368	1
1369	1
1370	1
1371	0
1372	1
1373	1
1374	1
1375	0
1376	1
1377	1
1378	0
1379	0
1380	1
1381	1
1382	1
1383	0
1384	0
1385	1
1386	1
1387	1
1388	1
1389	0
1390	1
1391	1
1392	0
1393	0
1394	1
1395	1
1396	1
1397	1
1398	1
1399	1
1400	0
1401	0
1402	0
1403	0
1404	1
1405	1
1406	0
1407	1
1408	1
1409	1
1410	1
1411	1
1412	1
1413	1
1414	1
1415	0
1416	1
1417	1
1418	1
1419	1
1420	1
1421	1
1422	0
1423	1
1424	1
1425	1
1426	0
1427	1
1428	1
1429	1
1430	1
1431	1
1432	0
1433	0
1434	1
1435	0
1436	0
1437	0
1438	1
1439	0
1440	1
1441	1
1442	1
1443	1
1444	1
1445	1
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	1
1453	1
1454	1
1455	1
1456	1
1457	0
1458	1
1459	0
1460	1
1461	1
1462	0
1463	1
1464	0
1465	0
1466	0
1467	1
1468	0
1469	1
1470	1
1471	0
1472	1
1473	1
1474	1
1475	1
1476	1
1477	0
1478	1
1479	1
1480	1
1481	1
1482	1
1483	1
1484	1
1485	0
1486	0
1487	0
1488	1
1489	1
1490	1
1491	1
1492	1
1493	1
1494	1
1495	1
1496	1
1497	0
1498	1
1499	1
1500	0
1501	1
1502	0
1503	0
1504	1
1505	1
1506	1
1507	1
1508	0
1509	0
1510	0
1511	0
1512	1
1513	1
1514	1
1515	1
1516	1
1517	0
1518	0
1519	1
1520	1
1521	1
1522	1
1523	1
1524	1
1525	1
1526	0
1527	1
1528	1
1529	1
1530	0
1531	1
1532	1
1533	1
1534	1
1535	1
1536	0
1537	1
1538	1
1539	1
1540	0
1541	0
1542	1
1543	1
1544	0
1545	1
1546	1
1547	1
1548	1
1549	1
1550	0
1551	1
1552	1
1553	1
1554	0
1555	1
1556	1
1557	0
1558	1
1559	1
1560	1
1561	1
1562	1
1563	1
1564	1
1565	1
1566	1
1567	1
1568	0
1569	1
1570	1
1571	1
1572	1
1573	1
1574	1
1575	0
1576	1
1577	1
1578	1
1579	0
1580	0
1581	1
1582	1
1583	1
1584	1
1585	1
1586	1
1587	1
1588	0
1589	1
1590	1
1591	1
1592	1
1593	1
1594	0
1595	1
1596	1
1597	1
1598	0
1599	1
1600	1
1601	1
1602	0
1603	0
1604	1
1605	1
1606	1
1607	0
1608	1
1609	1
1610	1
1611	0
1612	0
1613	1
1614	1
1615	1
1616	1
1617	1
1618	0
1619	0
1620	0
1621	1
1622	1
1623	1
1624	1
1625	0
1626	0
1627	1
1628	1
1629	0
1630	1
1631	1
1632	0
1633	0
1634	0
1635	1
1636	0
1637	0
1638	1
1639	0
1640	1
1641	1
1642	0
1643	1
1644	0
1645	1
1646	1
1647	0
1648	1
1649	1
1650	1
1651	1
1652	1
1653	1
1654	1
1655	1
1656	1
1657	1
1658	0
1659	0
1660	1
1661	0
1662	1
1663	0
1664	0
1665	0
1666	1
1667	0
1668	1
1669	1
1670	1
1671	1
1672	0
1673	1
1674	1
1675	0
1676	1
1677	1
1678	1
1679	1
1680	1
1681	1
1682	1
1683	1
1684	0
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	0
1692	1
1693	0
1694	1
1695	1
1696	1
1697	1
1698	1
1699	0
1700	1
1701	1
1702	1
1703	0
1704	1
1705	1
1706	0
1707	0
1708	0
1709	0
1710	1
1711	1
1712	1
1713	0
1714	1
1715	0
1716	1
1717	1
1718	1
1719	1
1720	1
1721	0
1722	1
1723	1
1724	1
1725	1
1726	0
1727	1
1728	1
1729	1
1730	1
1731	1
1732	1
1733	1
1734	1
1735	1
1736	1
1737	0
1738	1
1739	1
1740	0
1741	1
1742	1
1743	0
1744	0
1745	1
1746	0
1747	1
1748	0
1749	1
1750	1
1751	0
1752	1
1753	1
1754	1
1755	1
1756	0
1757	1
1758	1
1759	0
1760	1
1761	0
1762	0
1763	0
1764	0
1765	0
1766	1
1767	1
1768	1
1769	1
1770	0
1771	1
1772	1
1773	0
1774	0
1775	1
1776	1
1777	1
1778	1
1779	1
1780	1
1781	1
1782	0
1783	1
1784	1
1785	1
1786	0
1787	1
1788	1
1789	1
1790	1
1791	0
1792	0
1793	1
1794	0
1795	0
1796	1
1797	0
1798	0
1799	1
1800	1
1801	1
1802	1
1803	0
1804	1
1805	1
1806	1
1807	0
1808	0
1809	1
1810	0
1811	1
1812	1
1813	1
1814	1
1815	0
1816	1
1817	0
1818	1
1819	1
1820	1
1821	1
1822	1
1823	1
1824	0
1825	1
1826	1
1827	1
1828	1
1829	0
1830	1
1831	1
1832	1
1833	0
1834	0
1835	1
1836	0
1837	1
1838	1
1839	1
1840	1
1841	0
1842	0
1843	1
1844	0
1845	1
1846	1
1847	1
1848	0
1849	1
1850	1
1851	0
1852	1
1853	1
1854	0
1855	1
1856	1
1857	1
1858	1
1859	0
1860	1
1861	1
1862	0
1863	0
1864	1
1865	1
1866	1
1867	0
1868	1
1869	1
1870	1
1871	0
1872	0
1873	0
1874	1
1875	0
1876	0
1877	1
1878	1
1879	1
1880	1
1881	0
1882	1
1883	0
1884	0
1885	1
1886	1
1887	1
1888	0
1889	1
1890	0
1891	0
1892	1
1893	1
1894	1
1895	0
1896	0
1897	1
1898	1
1899	1
1900	1
1901	0
1902	1
1903	1
1904	1
1905	1
1906	1
1907	1
1908	0
1909	1
1910	0
1911	1
1912	1
1913	1
1914	0
1915	1
1916	1
1917	1
1918	1
1919	0
1920	1
1921	0
1922	1
1923	1
1924	1
1925	1
1926	0
1927	0
1928	0
1929	0
1930	1
1931	1
1932	1
1933	0
1934	1
1935	1
1936	1
1937	0
1938	1
1939	0
1940	1
1941	1
1942	0
1943	1
1944	1
1945	1
1946	0
1947	1
1948	0
1949	1
1950	0
1951	1
1952	1
1953	1
1954	1
1955	1
1956	1
1957	1
1958	1
1959	1
1960	1
1961	1
1962	1
1963	1
1964	1
1965	0
1966	1
1967	1
1968	0
1969	1
1970	0
1971	1
1972	1
1973	1
1974	1
1975	0
1976	1
1977	0
1978	0
1979	1
1980	1
1981	1
1982	0
1983	0
1984	0
1985	1
1986	0
1987	0
1988	1
1989	1
1990	1
1991	1
1992	0
1993	1
1994	1
1995	1
1996	0
1997	0
1998	1
1999	1
